ID,RADEG,DECDEG,CLASS
B091D,10.756025,41.5047639,1.0
B092D,10.7568417,41.2191972,1.0
B093D,10.7578792,40.831875,6.0
B094D,10.7731792,41.19695,6.0
B095D,10.8085,41.1457944,1.0
B096D,10.8179917,41.625125,6.0
B097D,10.8195708,41.1092944,1.0
B098D,10.8225,41.5250028,1.0
B099D,10.895025,40.9283972,4.0
B100D,10.8976708,40.8886611,6.0
B101D,10.9219,40.9126833,4.0
B102D,10.93715,41.3409806,2.0
B104D,10.9546167,41.2378167,1.0
B105D,10.9667083,41.26395,6.0
B106D,10.9768667,41.2538111,1.0
B107D,10.9849208,41.7154306,6.0
B108D,10.9881208,41.7589611,1.0
B109D,10.9957167,40.7047472,6.0
B110D,10.9964292,41.6115,1.0
B111D,11.0204,41.6515778,1.0
B112D,11.0884792,41.3194083,1.0
B113D,11.0956583,40.7741917,4.0
B114D,11.1065,41.7374444,6.0
B115D,11.1104792,41.6492667,1.0
B116D,11.1340208,40.8045694,6.0
B117D,11.1354625,40.7645194,6.0
B118D,11.1652875,41.4078444,1.0
B119D,11.1977292,41.4026361,6.0
B120D,11.2010125,41.2714,4.0
B121D,11.2268083,41.1579778,6.0
B122D,11.2294292,41.2710639,4.0
B123D,11.2315167,41.2139389,6.0
B124D,11.2696167,41.1486556,4.0
B125D,11.2834667,40.8611139,6.0
B126D,11.3154333,41.1700167,6.0
B127D,11.3205292,41.4114694,6.0
B128D,11.3474625,41.357675,4.0
B129D,11.3662875,40.8009389,4.0
B130D,11.3710042,41.343875,4.0
B131D,11.3735583,41.3795889,6.0
B132D,11.3982917,41.3034972,6.0
B133D,8.545808333333332,39.847297222222224,4.0
B134D,8.876241666666665,40.740233333333336,4.0
B135D,8.8849708,41.3298722,6.0
B137D,9.0872,40.93335,6.0
B138D,9.0902792,41.4758722,4.0
B139D,9.102829166666664,39.75206388888889,6.0
B140D,9.1282583,41.3646694,4.0
B141D,9.1291458,41.4773833,4.0
B142D,9.140962499999997,41.15221111111111,4.0
B143D,9.1486875,40.4709056,4.0
B144D,9.15269583333333,41.61768055555556,6.0
B146D,9.1767625,41.6388667,4.0
B147D,9.1851708,41.1407361,4.0
B148D,9.2090542,41.1196444,4.0
B149D,9.2335125,40.1478222,4.0
B150D,9.2496542,41.42505,1.0
B151D,9.2594417,39.8014111,4.0
B152D,9.2754792,42.4281028,4.0
B154D,9.3360042,42.3137472,4.0
B155D,9.3575958,40.0817222,4.0
B156D,9.359675,41.3173028,4.0
B157D,9.3969625,40.9645417,2.0
B158D,9.4029958,39.8364028,4.0
B159D,9.4420042,40.0868639,4.0
B160D,9.460825,40.1777278,4.0
B161D,9.4639833,40.1684333,4.0
B162D,9.4728833,40.0606278,4.0
B163D,9.4798583,39.8983528,4.0
B164D,9.4890333,40.5388417,6.0
B165D,9.5183833,40.9255917,2.0
B166D,9.5567792,40.8573917,4.0
B167D,9.5936667,41.9097389,1.0
B168D,9.6042875,39.6809194,4.0
B169D,9.606075,39.8686222,4.0
B170D,9.6172208,39.7349861,4.0
B171D,9.6558708,40.6552694,4.0
B172D,9.6759708,40.20335,6.0
B173D,9.6822375,40.6963167,4.0
B174D,9.6992333,40.6848917,4.0
B175D,9.701775,40.0756667,4.0
B176D,9.7214667,41.4841722,6.0
B177D,9.7339083,40.0541,6.0
B178D,9.8378292,41.4479278,6.0
B179D,9.8559083,41.4568833,6.0
B180D,9.8609083,41.9042139,3.0
B181D,9.8785542,41.4740167,1.0
B182D,9.8812625,41.4598806,6.0
B183D,9.9264583,40.6754694,6.0
B184D,9.9532792,42.3866778,4.0
B185D,10.0002083,40.5730333,6.0
B186D,10.009408333333331,39.386697222222224,4.0
B187D,10.0234917,41.5776472,4.0
B188D,10.058491666666665,39.69189444444444,4.0
B191D,10.074554166666665,42.42332777777778,4.0
B192D,10.1030083,40.6305111,4.0
B194D,10.1108167,39.9806639,4.0
B196D,10.1449792,40.4436917,1.0
B197D,10.1711292,39.9753222,4.0
B198D,10.2144083,40.5577389,2.0
B199D,10.2646708,40.4981389,4.0
B200D,10.2785583,40.5746611,1.0
B201D,10.2845083,40.5477833,1.0
B202D,10.3086625,40.1044583,4.0
B203D,10.3583292,40.5885361,6.0
B204D,10.3896792,42.3434167,4.0
B205D,10.4086583,40.5695278,4.0
B206D,10.4190875,40.8352278,1.0
B207D,10.437325,40.2685556,4.0
B208D,10.4518042,40.2184972,4.0
B209D,10.5981333,42.2317417,6.0
B210D,10.6229375,39.8812722,6.0
B211D,10.6612917,40.0362861,6.0
B212D,10.67245,40.3150361,6.0
B213D,10.6787292,42.2686111,6.0
B214D,10.6812417,42.3675111,6.0
B215D,10.6803708,41.2007556,6.0
B216D,10.6939,41.8621778,6.0
B217D,10.7418833,41.9138083,6.0
B218D,10.7473708,42.1128361,6.0
B219D,10.75045,42.2338972,6.0
B220D,10.7682875,39.8348056,6.0
B221D,10.7743375,42.3154611,6.0
B222D,10.7829083,40.2936944,4.0
B223D,10.789825,42.4164694,4.0
B224D,10.8088625,42.2334972,6.0
B225D,10.806,40.020716666666665,6.0
B226D,10.8120042,41.9785917,6.0
B227D,10.8137458,40.2619389,4.0
B228D,10.82915,40.4035083,4.0
B229D,10.840275,39.8275139,6.0
B230D,10.8523417,40.4143917,4.0
B231D,10.8913125,42.2907222,6.0
B232D,10.9014042,40.6482667,6.0
B233D,10.922129166666666,39.612766666666666,4.0
B234D,10.9250708,39.7746361,4.0
B235D,10.9532833,41.8570861,6.0
B236D,10.9556083,39.9099889,6.0
B237D,10.9888042,41.99875,6.0
B238D,11.0000875,41.8628083,6.0
B239D,11.0085375,42.3050694,6.0
B240D,11.0286625,41.6744389,1.0
B241D,11.050575,42.0131306,6.0
B242D,11.055325,39.8147139,6.0
B243D,11.0752208,41.8691444,6.0
B244D,11.0798875,42.4196889,4.0
B245D,11.0851417,41.7919472,6.0
B246D,11.0976292,42.0747528,2.0
B247D,11.1284,40.0985972,4.0
B248D,11.1691708,41.6786417,6.0
B249D,11.1777,39.7683361,4.0
B250D,11.1831417,42.1250389,4.0
B251D,11.1809208,39.99215,6.0
B252D,11.1847833,42.16875,6.0
B253D,11.1927875,40.6124778,6.0
B254D,11.19745,41.8658139,6.0
B255D,11.2021958,42.1035889,1.0
B256D,11.2445792,41.9101944,1.0
B257D,11.2479083,41.9130083,1.0
B258D,11.288725,42.0442528,6.0
B259D,11.287,40.2839361,6.0
B260D,11.2957625,41.6731028,6.0
B261D,11.3214917,42.1826333,6.0
B262D,11.3331625,41.319875,6.0
B263D,11.3426042,42.3490556,4.0
B264D,11.3438125,39.6498083,4.0
B265D,11.3604958,40.6520611,6.0
B266D,11.3714667,40.0970417,4.0
B267D,11.3994583,40.5929444,2.0
B268D,11.4338833,41.6683806,4.0
B269D,11.4427417,39.8256917,4.0
B270D,11.45508333333333,41.03036111111111,1.0
B271D,11.46585,40.5043528,4.0
B272D,11.4776875,40.285825,6.0
B273D,11.4974042,40.6111167,4.0
B274D,11.4974833,40.6356056,4.0
B275D,11.5294208,41.6385694,6.0
B276D,11.5430375,40.8423111,2.0
B277D,11.5421583,40.0481583,4.0
B278D,11.5536292,42.1761278,6.0
B279D,11.5877792,40.8528972,6.0
B280D,11.5932875,40.6732111,6.0
B281D,11.592829166666666,40.30222222222222,6.0
B282D,11.60885,40.8407722,6.0
B283D,11.6190792,41.8847694,6.0
B284D,11.6216,41.0491944,4.0
B285D,11.6219333,41.0629028,4.0
B286D,11.6233208,40.5548528,6.0
B287D,11.6234625,40.5561972,6.0
B288D,11.6281667,41.9721444,6.0
B289D,11.66135,42.2733806,6.0
B290D,11.6615792,39.4505,4.0
B291D,11.671958333333334,40.050555555555555,6.0
B292D,11.6903167,42.3542972,6.0
B293D,11.700404166666667,40.039366666666666,6.0
B294D,11.7128833,40.0287972,6.0
B295D,11.717375,41.2525333,4.0
B296D,11.7240458,40.8275389,6.0
B297D,11.7320042,42.3291583,4.0
B298D,11.7479542,40.3309944,4.0
B299D,11.7512625,40.9938361,4.0
B300D,11.7514458,40.6769028,4.0
B301D,11.7587,39.37865,4.0
B302D,11.7687917,40.0269194,6.0
B303D,11.7688208,39.7003222,4.0
B304D,11.7769958,41.5956333,4.0
B305D,11.7843583,39.8050694,4.0
B306D,11.8103292,39.7540139,4.0
B307D,11.8357875,39.7372139,4.0
B308D,11.8481708,41.7624806,6.0
B309D,11.8494542,40.3255222,6.0
B310D,11.8620583,40.9060472,4.0
B312D,11.8728083,40.0374,4.0
B313D,11.8792458,40.4521667,6.0
B314D,11.8820292,40.8864278,4.0
B315D,11.8884917,39.9460722,4.0
B316D,11.8958958,40.4408583,6.0
B317D,11.9003417,40.3750917,4.0
B318D,11.9075917,40.4242667,6.0
B319D,11.9129083,40.4178861,6.0
B320D,11.9226583,42.070575,4.0
B321D,11.9393875,41.2577056,4.0
B322D,11.9404042,39.7449306,4.0
B323D,11.959875,40.1280389,6.0
B324D,11.9762083,41.75915,6.0
B325D,11.9888333,42.1173,4.0
B326D,12.0378458,39.5006833,4.0
B327D,12.0449875,41.540725,4.0
B328D,12.0695208,40.3641167,4.0
B329D,12.0808708,42.1407694,4.0
B330D,12.1123292,41.6354278,6.0
B331D,12.1218458,41.5861389,4.0
B332D,12.1222375,41.6363667,4.0
B333D,12.1513583,41.3450278,4.0
B334D,12.228533333333333,39.598908333333334,4.0
B335D,12.2552333,42.2608528,4.0
B336D,12.2908708,41.2898278,6.0
B337D,12.2967042,41.1225167,1.0
B338D,12.3156875,40.77318611111111,4.0
B339D,12.322887499999998,40.75182777777778,4.0
B340D,12.371558333333333,41.075583333333334,4.0
B341D,12.3833792,41.6502083,4.0
B342D,12.4000333,42.2720611,4.0
B343D,12.4546917,41.9471889,4.0
B344D,12.466925,41.6107944,1.0
B345D,12.468975,40.8861389,2.0
B346D,12.515625,40.62757777777778,4.0
B347D,12.5575083,40.9400778,4.0
B348D,12.580079166666666,40.96743888888889,4.0
B349D,12.6333375,41.2223167,4.0
B350D,12.7035583,42.3622167,4.0
DAO1,8.8287333,40.1530833,4.0
DAO2,8.8859083,40.3791694,4.0
DAO3,8.9671417,40.3501694,4.0
DAO4,9.036675,39.9690667,4.0
DAO11,9.3715792,39.9503389,4.0
DAO12,9.4147833,39.7752472,4.0
DAO16,9.48865,40.4139111,6.0
DAO22,9.7240417,39.8584861,4.0
DAO23,9.7264,40.4462306,6.0
DAO25,9.8054792,40.1255,4.0
DAO27,9.8186292,40.6846417,5.0
DAO30,9.9616208,40.3040917,1.0
DAO32,10.0807708,40.5452917,6.0
DAO38,10.1958083,40.6827806,1.0
DAO40,10.216575,40.600925,5.0
DAO46,10.3457417,40.47605,4.0
DAO47,10.3728417,40.7547028,1.0
DAO51,10.4857333,40.383075,4.0
DAO52,10.5366792,40.8479611,6.0
DAO53,10.5411625,40.6344611,4.0
DAO54,10.54575,40.31545,4.0
DAO55,10.67715,40.4907944,1.0
DAO60,10.851575,41.7652361,6.0
DAO62,10.8627,40.7907167,6.0
DAO67,11.0426667,41.9808611,5.0
DAO69,11.145,41.8909,1.0
DAO81,11.3753583,42.2386056,4.0
DAO83,11.4576792,41.8050306,2.0
DAO84,11.4680292,41.7135972,3.0
DAO86,11.523325,42.4941889,4.0
DAO87,11.5903792,42.5721972,4.0
DAO88,11.6748792,42.2626917,5.0
DAO89,11.6931917,42.8086,4.0
DAO91,11.8536375,42.6623389,4.0
DAO92,11.9068667,42.7984917,4.0
DAO93,11.942408333333331,42.74885555555556,4.0
DAO94,11.976662499999998,42.73377222222222,4.0
DAO96,12.0371042,42.9619361,4.0
DAO97,12.0378042,42.9220111,4.0
DAO98,12.1215292,42.3115639,4.0
DAO99,12.201308333333332,42.54588888888889,4.0
DAO101,12.27705,42.5092972,4.0
DAO102,12.308225,42.8854222,4.0
DAO104,12.338945833333332,42.271277777777776,4.0
DAO105,12.3976458,42.8490944,4.0
DAO107,12.422275,42.7587056,4.0
V014,10.30755,40.5660694,1.0
V031,10.301,41.0913306,1.0
V034,10.3757208,41.0838611,5.0
V129,11.4362417,41.8665111,3.0
V133,11.2938292,42.0033389,1.0
V202,10.1990625,40.9263167,1.0
V203,10.2019458,40.9865472,6.0
V211,10.25825,41.0486306,6.0
V212,10.2417083,41.0576944,6.0
V226,10.3114417,41.1564167,5.0
V229,10.6439167,40.9289167,9.0
V234,10.6244,41.0975611,3.0
V245,10.4446708,41.3129972,5.0
V254,10.89525,41.1653333,5.0
V270,10.6766208,41.5318194,5.0
V272,10.8024875,41.4695917,6.0
V298,11.2322208,41.4887139,6.0
V300,11.25275,41.4767222,5.0
BA10,11.984524999999998,42.478813888888894,4.0
BA11,12.189958333333333,42.39380555555555,4.0
BA21,8.7243,39.8279417,4.0
BA22,8.8067,39.76032222222222,4.0
BA28,11.809249999999999,42.36172222222223,4.0
SH01,8.173075,40.02845,4.0
SH05,9.7300417,41.174675,9.0
SH06,9.829374999999999,40.36611111111111,5.0
SH07,9.9058708,42.1656389,2.0
SH14,11.086425,41.9185722,2.0
SH20,11.6135458,41.0475472,2.0
SH21,11.655449999999998,39.39940277777778,6.0
SH24,12.064770833333332,42.42142222222222,6.0
SH25,13.016891666666666,41.58495833333333,4.0
M001,10.9378583,41.3033361,1.0
M003,10.9763833,41.2364083,1.0
M004,10.9908083,41.2313,6.0
M005,10.9916708,41.3593306,1.0
M009,11.0034375,41.2866972,1.0
M012,11.0118083,41.3611972,1.0
M016,11.0335208,41.3983917,1.0
M019,11.0486458,41.3984389,3.0
M020,11.0581083,41.3718806,1.0
M023,11.0788417,41.3526639,1.0
M025,11.0819708,41.4024806,1.0
M026,11.0841375,41.4555889,3.0
M028,11.0918292,41.5610611,1.0
M031,11.1011292,41.56615,1.0
M039,11.1306083,41.5012889,1.0
M040,11.1312792,41.465375,1.0
M042,11.1415292,41.3508111,1.0
M043,11.1431,41.3865694,1.0
M044,11.1434917,41.4025694,6.0
M045,11.1515625,41.5925306,1.0
M046,11.1527792,41.4539111,1.0
M047,11.1575708,41.4811528,1.0
M050,11.1694792,41.5018111,1.0
M052,11.2340875,41.693275,6.0
M053,11.2387292,41.8005639,1.0
M054,11.2465208,41.7071194,6.0
M055,11.24835,41.5608639,1.0
M056,11.2565,41.651225,3.0
M057,11.2615,41.7839611,1.0
M058,11.2639708,41.6680306,3.0
M059,11.2669583,41.7724194,1.0
M060,11.2785208,41.6494111,6.0
M062,11.28185,41.7585667,1.0
M065,11.2915417,41.7065194,2.0
M068,11.2958083,41.6489667,3.0
M069,11.2969583,41.8221361,1.0
M070,11.2991333,41.6721722,1.0
M071,11.3074417,41.70945,6.0
M072,11.3075417,41.7073333,1.0
M073,11.3130292,41.7922278,1.0
M075,11.3158917,41.7470583,2.0
M076,11.3171083,41.7228,1.0
M077,11.32265,41.6591556,5.0
M078,11.3240083,41.6979111,1.0
M079,11.3241792,41.6827611,1.0
M080,11.3316792,41.8084194,1.0
M081,11.3428083,41.7991306,1.0
M082,11.3593083,41.7644667,1.0
M083,11.3622208,41.7621917,6.0
M085,11.3667208,41.7010111,1.0
M086,11.3687,41.8248833,1.0
M087,11.38355,41.8255639,1.0
M088,11.3853292,41.7259833,2.0
M089,11.3855833,41.7253222,1.0
M090,11.3873792,41.8063917,6.0
M091,11.3879208,41.7053333,1.0
M092,11.3982417,41.7550194,1.0
M093,11.4060708,41.6697917,1.0
M094,11.4155875,41.7762194,6.0
M095,11.4161083,41.7449028,2.0
M101,11.4428208,41.8058028,1.0
M102,11.4448375,41.7562306,5.0
M104,11.4533917,41.8056,1.0
M105,11.45705,41.6572889,1.0
BH01,8.5478333,39.39975,2.0
BH02,10.0428708,40.6072778,2.0
BH03,10.0942917,41.6789972,1.0
BH04,10.1136083,41.7068667,1.0
BH05,10.127125,40.7581167,1.0
BH06,10.1276167,40.7484389,1.0
BH07,10.1286208,41.4406639,4.0
BH08,10.1434458,41.6511917,6.0
BH09,10.1548083,40.5559611,1.0
BH10,10.1869167,40.8855389,1.0
BH11,10.2118292,40.6773,1.0
BH12,10.2620792,40.5828694,1.0
BH13,10.4405292,41.5570139,2.0
BH14,10.5017417,40.7962694,5.0
BH15,10.6148625,40.5583611,4.0
BH16,10.6920417,41.2933306,1.0
BH17,10.7118792,40.9781694,1.0
BH18,10.7113208,41.1759611,1.0
BH19,10.7378583,40.8213,4.0
BH20,10.7417917,40.9459,6.0
BH21,10.7553458,40.9048583,6.0
BH22,10.7677917,40.8583806,4.0
BH23,10.7656792,41.3411056,1.0
BH24,10.7991417,40.8841028,4.0
BH25,10.8,41.0468944,1.0
BH26,11.0990792,41.7507639,6.0
BH27,11.1052792,41.7582194,6.0
BH28,11.1628,41.7406,1.0
BH29,11.4055083,41.612575,1.0
BH30,11.4030917,41.7262806,3.0
BH31,11.5906875,42.1086167,6.0
BH32,11.5982,42.0161667,1.0
B514,7.7909208,37.900025,1.0
B515,10.6168708,41.5568111,1.0
B516,13.9109042,45.4113972,6.0
B517,14.9995417,41.9018889,1.0
B518,3.7282917,39.0844722,6.0
B519,12.8755833,34.1274722,4.0
MCGC1,6.6987083,39.7461944,1.0
MGC1,12.6769125,32.9163278,1.0
B521,10.4238708,40.8671194,1.0
B522,10.4622792,40.8800194,1.0
B523,10.6928292,41.3089972,1.0
B524,10.7327375,41.0536083,1.0
B525,10.4385,41.2081611,2.0
B526,10.5128333,41.2731944,2.0
B527,10.5454958,41.4997306,1.0
B528,10.7996667,41.3966111,2.0
B529,10.5502333,41.4272083,2.0
B530,10.7096667,41.4201944,2.0
B531,9.0614375,40.9657056,1.0
2M001,6.4777792,40.9516306,4.0
2M002,7.440875,37.4916667,4.0
2M003,7.7370417,45.3499722,4.0
2M004,7.907125,40.5711944,4.0
2M005,8.76975,42.5921111,4.0
2M006,12.296875,38.1142778,4.0
2M007,15.29625,39.2513056,4.0
2M008,15.430875,40.40575,4.0
2M009,7.8712083,40.8986944,4.0
2M010,7.28425,39.4765833,4.0
2M011,7.329625,38.4212778,4.0
2M012,6.0289167,44.9853333,4.0
2M013,12.982,47.1230278,4.0
2M014,6.8084167,35.8033611,4.0
2M015,10.6053333,37.7030556,4.0
2M016,15.0995833,42.4306944,4.0
2M017,15.1573333,42.2179167,4.0
2M018,6.37175,37.8405,4.0
2M019,6.879125,40.13375,4.0
2M020,9.1714167,37.5815,4.0
2M021,9.2552083,37.6445278,4.0
2M022,9.3759583,36.4374722,4.0
2M023,6.4285,41.4265833,4.0
2M024,6.616625,44.2693611,4.0
2M025,8.9688333,37.8615278,4.0
2M026,10.647125,37.5248333,4.0
2M027,10.7227917,39.15375,4.0
2M028,13.6612917,45.1246389,4.0
2M029,14.2094167,40.1478333,4.0
2M030,15.959,43.3431111,4.0
2M031,4.0892083,34.2000556,4.0
2M032,5.3965,48.2256111,4.0
2M033,17.5007917,40.4058333,4.0
2M034,0.508375,51.6067222,4.0
2M035,1.549625,41.5037222,4.0
2M036,7.215375,39.0879722,6.0
2M037,11.0903333,38.7255278,6.0
2M038,9.6182083,46.1393611,6.0
2M039,7.5800417,41.2889722,6.0
2M040,7.877125,40.55425,6.0
2M041,12.3687917,38.4379444,6.0
2M042,7.456,41.7233333,6.0
2M043,6.8530833,45.1266667,6.0
MCGC2,7.437425,41.2192389,1.0
MCGC3,7.6136958,41.60545,1.0
MCGC5,8.9988917,35.6842722,1.0
MCGC7,9.7058708,42.3796889,1.0
MCGC8,13.6040542,39.7154694,1.0
MCGC9,13.93315,42.7712083,1.0
MCGC10,16.8596583,35.7801139,1.0
MCEC1,9.5812083,41.7874722,8.0
MCEC2,10.7291708,43.9577833,8.0
MCEC3,9.5191917,40.7442944,8.0
MCEC4,14.56425,38.0505611,8.0
H2,7.0135833,40.0486917,1.0
H3,7.3756208,41.8422472,1.0
H7,7.9772125,40.1130972,1.0
H8,8.5642083,39.8812306,1.0
H9,8.5717625,37.5120611,1.0
H11,9.3667833,44.1906694,1.0
H12,9.5160417,37.7334972,1.0
H13,9.6401792,41.74805,1.0
H15,10.0550583,35.87695,1.0
H16,10.1575583,39.7583111,1.0
H17,10.5987,37.2430806,1.0
H18,10.9001208,44.9831389,1.0
H19,11.0621667,38.4283167,1.0
H20,11.4688083,39.9311611,1.0
H21,12.2108083,41.1433972,1.0
H22,12.4360833,38.310525,1.0
H25,14.8939208,44.0941194,1.0
H26,14.8640417,37.6928111,1.0
HEC1,6.3915,40.7276111,8.0
HEC2,7.1317708,37.5232778,8.0
HEC3,9.1321708,44.7379694,8.0
HEC6,9.6483292,44.2802806,8.0
HEC8,11.36205,40.2297694,8.0
HEC9,12.6911667,41.6929444,8.0
HEC10,13.6514792,44.9788694,8.0
HEC11,13.8220208,38.8508111,8.0
HEC13,14.5705375,37.2308111,8.0
SK001A,9.1396792,40.6625111,6.0
SK002A,9.145791666666664,41.01888888888889,6.0
SK003A,9.2946417,41.688225,6.0
SK004A,9.505624999999998,42.068444444444445,6.0
SK005A,9.7464667,41.6742583,1.0
SK006A,9.915375,40.5656667,6.0
SK007A,9.9336292,40.8552583,1.0
SK008A,10.00175,40.7315889,6.0
SK009A,10.0232292,40.9373694,6.0
SK010A,10.02505,40.5944222,6.0
SK011A,10.0702583,40.6595167,6.0
SK012A,10.0791958,41.01445,6.0
SK013A,10.09335,40.8354194,6.0
SK014A,10.1034708,40.8129083,6.0
SK015A,10.1089625,40.7588611,1.0
SK016A,10.1322917,40.7688722,1.0
SK017A,10.2009708,41.00895,6.0
SK018A,10.2235083,41.2707639,1.0
SK019A,10.2706792,41.4772,1.0
SK020A,10.3056417,41.1617,1.0
SK021A,10.3122,40.8274306,6.0
SK022A,10.31635,40.4748333,6.0
SK023A,10.3244417,40.7264528,6.0
SK024A,10.3319625,40.6582056,6.0
SK025A,10.3425292,40.8328472,6.0
SK026A,10.3526292,40.6010361,1.0
SK027A,10.3536,40.7555694,6.0
SK028A,10.3818917,40.9914194,6.0
SK029A,10.3888792,40.6608611,6.0
SK030A,10.3917083,40.7063639,6.0
SK031A,10.3966208,40.8949139,6.0
SK032A,10.4102,40.9740528,6.0
SK033A,10.4186417,40.7692806,6.0
SK035A,10.447,41.8761972,1.0
SK036A,10.4474208,40.8522639,1.0
SK037A,10.4620792,40.7537389,6.0
SK039A,10.46275,41.3374111,6.0
SK040A,10.4742,40.9136583,6.0
SK041A,10.5095417,40.8961194,6.0
SK042A,10.5165792,40.9477528,5.0
SK043A,10.5218917,40.8005917,6.0
SK044A,10.5266208,40.8879194,3.0
SK045A,10.5398583,40.7955639,6.0
SK046A,10.55505,40.7700111,6.0
SK047A,10.5595417,40.83545,6.0
SK048A,10.57345,40.9210694,6.0
SK049A,10.5811708,40.8728778,1.0
SK050A,10.58985,41.2388111,3.0
SK051A,10.6339083,40.8929472,6.0
SK052A,10.6554792,41.8482167,1.0
SK053A,10.6700292,40.2980111,1.0
SK054A,10.6878083,41.1375278,1.0
SK055A,10.7160875,40.7360806,1.0
SK056A,10.7261417,41.0314472,5.0
SK057A,10.7418083,41.3840722,6.0
SK058A,10.7748,41.8499,6.0
SK059A,10.7910917,41.3169167,1.0
SK060A,10.7993917,40.9348333,1.0
SK061A,10.8064083,41.6410167,1.0
SK062A,10.8105292,41.8963306,1.0
SK063A,10.8170208,41.465825,3.0
SK064A,10.8266833,40.989925,1.0
SK065A,10.833375,41.6615278,6.0
SK066A,10.8503208,41.6450694,1.0
SK067A,10.8644708,41.59295,4.0
SK068A,10.8672708,41.0059806,3.0
SK069A,10.8929583,41.7274722,6.0
SK070A,10.9156,41.4878722,4.0
SK071A,10.9433583,41.6579361,1.0
SK072A,10.9445,41.3745111,1.0
SK073A,10.9522083,41.1300583,1.0
SK074A,10.9594167,41.6966389,1.0
SK075A,10.96825,41.6416278,4.0
SK076A,10.9705417,41.7549444,6.0
SK077A,10.9848583,41.3299972,6.0
SK078A,10.9940292,41.4173611,4.0
SK079A,11.0191083,41.5358611,6.0
SK080A,11.02855,41.8178472,6.0
SK081A,11.0291708,41.7978639,6.0
SK082A,11.0306417,41.7849722,6.0
SK083A,11.0416417,41.8579361,1.0
SK084A,11.0514292,41.3529972,1.0
SK085A,11.0859583,41.6958,6.0
SK086A,11.1086292,41.5873417,1.0
SK087A,11.1141625,41.9657361,6.0
SK088A,11.1328208,41.8728667,6.0
SK089A,11.1494417,41.6333889,1.0
SK090A,11.1772583,41.6860611,1.0
SK091A,11.1953792,41.7789806,6.0
SK092A,11.2148083,41.8490917,6.0
SK093A,11.2435583,41.9437528,6.0
SK094A,11.2472208,41.5514667,6.0
SK095A,11.2592708,41.8276778,1.0
SK096A,11.2594208,41.3934667,6.0
SK097A,11.2712792,41.7081111,1.0
SK098A,11.2815,41.5876917,6.0
SK099A,11.2839792,41.9452833,6.0
SK100A,11.3080208,41.5259389,6.0
SK101A,11.3261917,41.8267694,1.0
SK102A,11.4162,41.8796778,6.0
SK103A,11.4201417,40.6642611,6.0
SK104A,11.4346292,41.9577222,1.0
SK105A,11.4660792,41.9615528,1.0
SK106A,11.4674083,42.0907028,6.0
SK107A,11.7117917,41.7076389,6.0
SK108A,11.8093083,40.6366889,6.0
SK109A,11.8202208,41.0532333,1.0
SK110A,11.98245,41.4590194,1.0
SK111A,12.0609625,41.4887361,1.0
SK112A,12.06635,41.3920111,6.0
SK113A,12.1677792,41.9291389,6.0
SK001B,8.346125,40.07797222222223,4.0
SK002B,8.384166666666665,39.85911111111111,4.0
SK003B,8.404291666666666,39.683055555555555,4.0
SK004B,8.642499999999998,40.04705555555555,4.0
SK005B,8.8383292,41.925725,2.0
SK006B,8.892666666666667,41.198055555555555,4.0
SK007B,8.938583333333332,39.65591666666666,4.0
SK008B,8.992291666666667,39.62652777777778,4.0
SK009B,9.000958333333331,40.93866666666666,4.0
SK010B,9.007083333333332,39.813944444444445,4.0
SK011B,9.008416666666665,41.24538888888889,4.0
SK012B,9.021275,40.9223111,2.0
SK013B,9.13208333333333,41.194805555555554,4.0
SK014B,9.1361417,40.62975,6.0
SK015B,9.2906583,40.1935278,6.0
SK016B,9.3294917,40.7969194,6.0
SK017B,9.376833333333332,40.61216666666667,4.0
SK018B,9.378416666666666,40.306638888888884,4.0
SK019B,9.3894875,40.0915194,2.0
SK020B,9.3987292,40.5875194,2.0
SK021B,9.4716875,41.5193889,2.0
SK022B,9.476291666666667,40.290749999999996,4.0
SK023B,9.5018917,41.5710667,2.0
SK024B,9.5458917,40.6478389,6.0
SK025B,9.6832625,40.4166361,6.0
SK026B,9.7029208,40.5219694,6.0
SK027B,9.7883333,40.4746111,6.0
SK028B,9.8070792,41.9644444,2.0
SK029B,9.8493417,42.0270389,2.0
SK030B,9.8628625,42.1156083,2.0
SK031B,9.9253083,40.8725472,6.0
SK032B,9.9374208,42.1180444,2.0
SK033B,9.94305,40.8860639,6.0
SK034B,9.9633417,40.7592083,6.0
SK035B,9.9957875,41.7613583,6.0
SK036B,10.00025,40.3707111,6.0
SK037B,10.0015583,40.8141972,6.0
SK038B,10.0153917,40.7344944,6.0
SK039B,10.0209792,41.7883333,2.0
SK040B,10.0315583,41.9699139,2.0
SK041B,10.0429917,41.02335,6.0
SK042B,10.0585208,41.6932639,2.0
SK043B,10.0640208,40.6151083,2.0
SK044B,10.0784875,40.5209417,2.0
SK046B,10.1044417,40.6328361,6.0
SK047B,10.1207917,41.7048944,2.0
SK048B,10.12895,40.6564917,6.0
SK049B,10.13495,42.0145806,6.0
SK050B,10.1468,41.7924194,2.0
SK051B,10.1497917,40.6518972,6.0
SK052B,10.1579917,40.6343917,6.0
SK053B,10.17885,41.3944389,6.0
SK054B,10.2140708,41.7130889,2.0
SK055B,10.2192417,41.5410611,6.0
SK056B,10.2283917,41.9796306,6.0
SK057B,10.2322875,41.4681917,6.0
SK058B,10.2354208,41.5317611,6.0
SK059B,10.2383583,40.7419194,2.0
