ID,RADEG,DECDEG,CLASS
SK060B,10.2395583,41.0102083,6.0
SK061B,10.2416083,41.0607139,6.0
SK062B,10.2436208,41.1310472,2.0
SK063B,10.2550583,41.7414944,2.0
SK064B,10.2581083,41.1393667,6.0
SK065B,10.2711208,41.1850306,6.0
SK066B,10.2733417,42.2154111,2.0
SK067B,10.2733792,41.1284917,1.0
SK068B,10.2766792,41.16035,2.0
SK069B,10.2812708,42.0467028,6.0
SK070B,10.2872,41.1654611,2.0
SK071B,10.2955208,40.3851,2.0
SK072B,10.3006417,41.6029083,2.0
SK073B,10.3014292,42.2407722,6.0
SK074B,10.3028792,41.6605111,2.0
SK075B,10.3112625,41.1457528,6.0
SK076B,10.3237292,40.8736889,6.0
SK077B,10.3299292,40.7511,6.0
SK078B,10.35585,40.5148389,2.0
SK079B,10.3622,40.7852639,6.0
SK080B,10.362475,40.6936583,2.0
SK081B,10.4057833,40.9886722,6.0
SK082B,10.4105417,40.8759917,6.0
SK083B,10.4111083,40.7329972,6.0
SK085B,10.4193583,40.9718194,2.0
SK086B,10.4278,40.8897139,6.0
SK087B,10.4511292,40.7922472,7.0
SK088B,10.4645208,40.7853861,6.0
SK089B,10.4780708,40.7878306,1.0
SK090B,10.4873583,40.4951222,2.0
SK091B,10.4998292,40.7678028,6.0
SK092B,10.51585,40.7934806,6.0
SK093B,10.5274083,40.8671917,6.0
SK094B,10.5326583,41.0193972,4.0
SK095B,10.5608917,40.8534278,6.0
SK096B,10.5689125,41.4129778,2.0
SK097B,10.5698292,41.4045833,2.0
SK098B,10.5702917,40.862,6.0
SK099B,10.5815792,41.4507722,6.0
SK100B,10.5846708,40.8563694,6.0
SK101B,10.5898083,41.4664333,6.0
SK102B,10.5945,40.373225,2.0
SK103B,10.6004917,41.6261278,6.0
SK104B,10.6039208,40.6080778,2.0
SK105B,10.6041917,41.3535083,6.0
SK106B,10.6175417,40.8602111,6.0
SK107B,10.6377708,41.1810694,2.0
SK108B,10.6465792,40.558,4.0
SK109B,10.6467708,40.8731333,6.0
SK110B,10.6466083,41.5051389,2.0
SK111B,10.6627708,41.2829028,6.0
SK113B,10.72955,40.9959528,2.0
SK114B,10.7336583,40.9984389,6.0
SK115B,10.7352875,40.6853639,2.0
SK116B,10.7367,40.5034917,2.0
SK118B,10.74995,41.3454028,6.0
SK119B,10.7737875,41.2662194,6.0
SK120B,10.7749208,41.3857528,6.0
SK121B,10.7871792,41.4319389,6.0
SK122B,10.7884208,40.6364889,6.0
SK123B,10.7886708,41.5671194,6.0
SK124B,10.8262292,42.0342917,6.0
SK125B,10.8288083,42.2531861,2.0
SK126B,10.83885,41.3227694,2.0
SK127B,10.8441417,41.7606,6.0
SK128B,10.8455208,42.02845,2.0
SK129B,10.8592292,41.3021583,6.0
SK130B,10.85975,41.8835917,6.0
SK131B,10.8610208,42.2722083,6.0
SK132B,10.8608083,41.6780972,6.0
SK133B,10.8619208,40.4168611,2.0
SK134B,10.8666083,40.5999806,2.0
SK135B,10.8881792,41.5683222,6.0
SK136B,10.9082167,41.7612583,4.0
SK137B,10.91355,41.1720167,6.0
SK138B,10.914,41.1690778,6.0
SK139B,10.92245,41.813125,6.0
SK140B,10.9284417,40.9826306,2.0
SK141B,10.9372875,41.7666694,6.0
SK142B,10.9378583,41.2077833,6.0
SK143B,10.9639083,41.7803528,6.0
SK144B,10.9673792,41.7108694,6.0
SK145B,10.9699167,41.7949167,6.0
SK146B,10.9702583,41.8305667,6.0
SK147B,10.9716,40.3328972,2.0
SK148B,10.9796,41.4856139,6.0
SK149B,10.9854583,41.7475556,6.0
SK151B,10.99075,41.5888222,6.0
SK152B,10.9972792,40.80095,6.0
SK153B,11.0002708,41.8094306,6.0
SK154B,11.0003625,41.8592139,6.0
SK155B,11.0081,41.2500417,6.0
SK156B,11.01625,41.6277917,6.0
SK157B,11.0331792,41.7840528,6.0
SK158B,11.0396375,41.5663528,6.0
SK159B,11.0442,41.2998306,6.0
SK160B,11.0452417,41.5342361,6.0
SK161B,11.0506292,41.6103972,6.0
SK162B,11.0511917,41.5879694,6.0
SK163B,11.0528417,41.2889528,6.0
SK164B,11.0815708,41.8593472,6.0
SK165B,11.0834875,40.9661833,6.0
SK166B,11.1047417,41.3471806,1.0
SK167B,11.1048208,40.9374,2.0
SK168B,11.1095792,40.2514306,2.0
SK169B,11.1110292,40.71275,2.0
SK170B,11.1134792,41.6209361,6.0
SK171B,11.1187208,40.7066917,2.0
SK172B,11.1208917,41.3362583,6.0
SK173B,11.1288625,41.3061917,6.0
SK174B,11.1422792,41.7958333,6.0
SK175B,11.1467708,40.7314306,2.0
SK176B,11.1530792,41.8800306,6.0
SK177B,11.1622917,41.91975,6.0
SK178B,11.1786208,41.4182667,6.0
SK179B,11.1786583,41.5572778,6.0
SK180B,11.1973708,41.4315694,6.0
SK181B,11.2027583,42.1022333,6.0
SK182B,11.2036208,41.7996611,6.0
SK183B,11.2262792,41.5373,6.0
SK184B,11.2280792,41.8755917,1.0
SK185B,11.2355583,41.8818806,1.0
SK186B,11.2373792,41.2698694,6.0
SK187B,11.2421708,41.1615972,6.0
SK188B,11.2470083,41.8885306,6.0
SK189B,11.2471292,40.9727944,2.0
SK190B,11.2568542,40.4031944,2.0
SK191B,11.2603083,41.9927722,1.0
SK192B,11.2660208,40.4998806,2.0
SK193B,11.2673208,40.7187806,2.0
SK194B,11.2699083,40.5089194,2.0
SK195B,11.2741708,41.984475,1.0
SK196B,11.2745208,40.6855306,4.0
SK197B,11.2813917,41.0033917,2.0
SK198B,11.2936708,41.8388167,6.0
SK199B,11.3528792,41.7156306,6.0
SK200B,11.3616083,41.66335,6.0
SK201B,11.36165,41.6448028,6.0
SK202B,11.36845,41.5144306,2.0
SK203B,11.3756,41.7302167,6.0
SK204B,11.3775,40.7995389,2.0
SK205B,11.388541666666665,40.285666666666664,4.0
SK206B,11.4038292,41.7384,6.0
SK207B,11.4132792,41.8320083,2.0
SK208B,11.4214,41.9189806,6.0
SK209B,11.4240708,41.8618139,6.0
SK210B,11.4461875,40.75505,2.0
SK211B,11.4469,41.6589667,6.0
SK212B,11.4672917,41.5305361,2.0
SK213B,11.4744875,41.6865611,2.0
SK214B,11.475249999999999,39.94633333333333,6.0
SK215B,11.4982625,41.8541972,6.0
SK216B,11.5112792,41.7479944,2.0
SK217B,11.5392958,41.4845278,2.0
SK218B,11.5420083,40.9203528,2.0
SK219B,11.5474875,41.6470806,6.0
SK220B,11.5742875,41.7456028,2.0
SK221B,11.580166666666667,40.394999999999996,6.0
SK222B,11.6111208,41.6440306,6.0
SK223B,11.636999999999999,40.11013888888889,6.0
SK224B,11.6615917,41.9921111,6.0
SK225B,11.6777,41.9765333,6.0
SK226B,11.6994583,42.03235,2.0
SK227B,11.727,42.0131639,2.0
SK228B,11.7313208,42.3472472,6.0
SK229B,11.7514292,40.7577528,4.0
SK230B,11.7591792,41.1820667,2.0
SK231B,11.808791666666666,40.373111111111115,6.0
SK232B,11.810124999999998,40.42744444444444,4.0
SK233B,11.8133208,41.0201194,2.0
SK234B,11.8969,41.0253639,2.0
SK235B,11.9754375,41.556375,6.0
SK236B,11.99135,41.57565,6.0
SK237B,11.99355,41.5237806,6.0
SK238B,12.006916666666667,41.83247222222222,6.0
SK239B,12.0403917,41.8102444,6.0
SK240B,12.100583333333333,40.11197222222222,4.0
SK241B,12.1033708,41.8817139,6.0
SK242B,12.1110917,41.32975,2.0
SK243B,12.113291666666665,42.04541666666667,4.0
SK244B,12.1143708,41.1047528,2.0
SK245B,12.1267083,41.8806,6.0
SK246B,12.1278208,41.9247972,6.0
SK247B,12.1343083,41.7909694,6.0
SK248B,12.1365208,41.5935889,6.0
SK249B,12.137333333333332,42.045833333333334,4.0
SK250B,12.1528625,41.6523667,6.0
SK251B,12.1695625,41.8652306,6.0
SK252B,12.171375,41.53183333333333,6.0
SK253B,12.17615,41.5690639,6.0
SK254B,12.2084417,41.952,6.0
SK255B,12.26258333333333,41.91605555555555,1.0
SK256B,12.272416666666665,41.960638888888894,4.0
SK257B,12.313374999999999,41.02483333333333,6.0
SK258B,12.57275,42.11183333333334,4.0
SK001C,8.3046417,40.0908,2.0
SK002C,8.3159917,40.0070389,2.0
SK003C,8.3934292,40.1853472,4.0
SK004C,8.395666666666667,40.137861111111114,4.0
SK005C,8.408499999999998,39.593250000000005,4.0
SK006C,8.442124999999999,39.81016666666667,4.0
SK007C,8.477625,39.57683333333334,4.0
SK008C,8.5478792,40.1330083,4.0
SK009C,8.550833333333332,40.10825,4.0
SK010C,8.611875,39.901555555555554,4.0
SK011C,8.713166666666664,39.92586111111111,4.0
SK012C,8.786708333333333,40.12572222222222,4.0
SK013C,8.7885,40.09438888888889,4.0
SK014C,8.811916666666665,39.69444444444444,4.0
SK015C,8.835291666666665,39.584472222222225,4.0
SK016C,8.841666666666665,41.82983333333333,4.0
SK017C,8.8685,39.540305555555555,6.0
SK018C,8.872166666666665,41.709250000000004,4.0
SK019C,8.8737583,40.4922361,6.0
SK020C,8.95725,41.834,4.0
SK021C,8.961791666666667,39.60022222222222,4.0
SK022C,8.965666666666667,40.90322222222222,4.0
SK023C,8.97125,41.85658333333333,4.0
SK024C,8.974291666666666,41.728500000000004,4.0
SK025C,8.975916666666667,41.78161111111111,4.0
SK026C,9.023374999999998,39.96802777777778,4.0
SK027C,9.0520917,40.8773389,4.0
SK028C,9.0706583,41.4268222,2.0
SK029C,9.092749999999999,39.867916666666666,4.0
SK030C,9.113999999999999,41.58722222222222,4.0
SK031C,9.130958333333332,42.106833333333334,4.0
SK032C,9.138999999999998,41.500861111111114,4.0
SK033C,9.157874999999999,42.24616666666667,4.0
SK034C,9.180916666666665,39.58227777777778,4.0
SK035C,9.194416666666665,41.43997222222222,4.0
SK036C,9.196666666666665,40.06930555555556,4.0
SK037C,9.204958333333332,39.66213888888889,4.0
SK038C,9.2208208,39.6449194,6.0
SK039C,9.254083333333332,39.55766666666666,6.0
SK040C,9.264166666666666,41.55613888888889,6.0
SK041C,9.271166666666666,40.01841666666667,4.0
SK042C,9.276166666666667,41.746805555555554,4.0
SK043C,9.287916666666666,39.81955555555556,6.0
SK044C,9.2940833,40.3306944,6.0
SK045C,9.3038625,41.4435306,2.0
SK046C,9.370541666666666,41.91719444444444,4.0
SK047C,9.3895708,40.6247528,6.0
SK048C,9.405,40.09433333333334,4.0
SK049C,9.405291666666665,41.90122222222222,4.0
SK050C,9.421958333333333,40.078583333333334,4.0
SK051C,9.424125,40.08833333333334,4.0
SK052C,9.4921208,41.3935778,2.0
SK053C,9.503166666666665,42.04913888888888,4.0
SK054C,9.525416666666665,40.40838888888889,6.0
SK055C,9.5536792,41.8799778,2.0
SK056C,9.5938792,40.8492472,2.0
SK057C,9.6813792,41.9774194,2.0
SK058C,9.701666666666666,40.05033333333333,4.0
SK059C,9.7239083,40.6417611,6.0
SK060C,9.7245708,40.6442389,2.0
SK061C,9.7466208,41.7329306,2.0
SK062C,9.7551417,42.0651944,2.0
SK063C,9.7810833,40.6701389,2.0
SK064C,9.7905083,41.5876917,2.0
SK065C,9.7943708,41.0218111,6.0
SK066C,9.813291666666666,42.38075,6.0
SK067C,9.8326292,40.6332639,2.0
SK068C,9.8477292,40.2445528,6.0
SK069C,9.8684417,42.0489806,2.0
SK070C,9.91195,41.5775194,6.0
SK071C,9.9905875,41.0160361,2.0
SK072C,9.9962875,40.4714194,6.0
SK073C,10.017916666666666,40.23630555555555,4.0
SK074C,10.0220083,41.4433944,2.0
SK075C,10.0287083,41.7194111,2.0
SK076C,10.0351292,40.633175,6.0
SK077C,10.0642708,41.9065806,2.0
SK078C,10.0646917,40.7731167,2.0
SK079C,10.0691417,41.56805,2.0
SK080C,10.0838708,41.9187139,2.0
SK081C,10.0868708,41.6456111,6.0
SK082C,10.1126083,41.5552167,2.0
SK083C,10.1149208,41.3873722,4.0
SK084C,10.1185417,41.6519167,6.0
SK085C,10.1386,40.8649139,6.0
SK086C,10.1810625,41.5929972,2.0
SK088C,10.2003,40.67775,2.0
SK089C,10.2127083,40.2795111,6.0
SK090C,10.22108333333333,40.012027777777774,4.0
SK091C,10.2387792,40.3653333,6.0
SK092C,10.2606208,40.80425,2.0
SK093C,10.2644083,40.7685139,6.0
SK094C,10.2819417,41.5614917,6.0
SK095C,10.2826292,41.8591167,2.0
SK096C,10.3417792,42.1406583,6.0
SK097C,10.35195,42.3373806,2.0
SK098C,10.3789208,40.6522639,6.0
SK099C,10.4155583,40.9425611,6.0
SK100C,10.4208292,41.06825,2.0
SK101C,10.4565292,41.9238389,6.0
SK102C,10.4831083,40.8389972,6.0
SK104C,10.512666666666664,40.06355555555555,4.0
SK105C,10.5296292,41.9302667,6.0
SK106C,10.5353583,40.9679222,6.0
SK107C,10.5593,41.5740917,6.0
SK108C,10.5974917,40.6434944,2.0
SK109C,10.6251292,41.3905667,6.0
SK110C,10.637875,40.08155555555556,4.0
SK111C,10.6738917,40.2794111,6.0
SK112C,10.685625,40.9079889,6.0
SK113C,10.6879208,41.2977833,6.0
SK114C,10.7006208,40.3069194,2.0
SK115C,10.7074875,41.3767139,6.0
SK116C,10.7132792,41.3877028,6.0
SK117C,10.7549583,40.7497333,2.0
SK118C,10.77185,41.2412694,2.0
SK119C,10.7872417,41.1254917,6.0
SK120C,10.79255,41.2890333,2.0
SK121C,10.8129292,41.7906111,6.0
SK122C,10.8163083,41.5091361,6.0
SK123C,10.8392167,40.3989528,2.0
SK124C,10.84925,41.5876806,6.0
SK125C,10.8633958,41.1317694,6.0
SK126C,10.8752208,40.2853222,2.0
SK127C,10.8931667,41.6795,6.0
SK128C,10.9246,40.4005306,2.0
SK129C,10.9284,41.77525,6.0
SK130C,10.9350583,41.784775,6.0
SK131C,10.9384208,41.4656417,6.0
SK132C,10.9466208,41.4624722,6.0
SK133C,10.9656792,40.6289,2.0
SK134C,10.968,41.6063333,1.0
SK135C,11.0048792,41.0681722,2.0
SK136C,11.018458333333331,40.08877777777778,6.0
SK137C,11.0238917,41.2644361,2.0
SK138C,11.04995,42.1852111,2.0
SK139C,11.0650708,41.8922778,6.0
SK140C,11.0693917,40.6074194,2.0
SK141C,11.0723083,41.82145,6.0
SK142C,11.1023667,41.8626861,2.0
SK143C,11.11235,41.6428806,6.0
SK144C,11.1238625,41.9269722,6.0
SK145C,11.1260292,41.9134972,6.0
SK146C,11.1305708,41.6136639,6.0
SK147C,11.1346625,40.2778056,2.0
SK148C,11.1355792,40.6490472,2.0
SK149C,11.1432083,41.8550806,6.0
SK150C,11.1523417,41.7797806,6.0
SK151C,11.1563083,42.1471667,6.0
SK152C,11.1578333,41.8648333,6.0
SK153C,11.16035,41.4197917,2.0
SK154C,11.1697625,41.9463528,6.0
SK155C,11.1815625,41.7889417,6.0
SK156C,11.1914917,40.5888139,2.0
SK157C,11.19305,40.5519611,2.0
SK158C,11.2083,40.3877333,2.0
SK159C,11.2226292,41.5322889,2.0
SK160C,11.226791666666665,40.11225,4.0
SK161C,11.2362375,41.9164111,1.0
SK162C,11.2782417,40.7354306,2.0
SK163C,11.2792,42.2965139,6.0
SK164C,11.27995,41.3964111,6.0
SK165C,11.2959708,40.5873833,2.0
SK168C,11.3123417,41.6700361,6.0
SK169C,11.3139542,41.7946639,6.0
SK171C,11.3190292,41.6838917,6.0
SK172C,11.3311,41.3811389,2.0
SK173C,11.33165,41.6030778,6.0
SK174C,11.338425,41.5004611,2.0
SK175C,11.3381792,41.6822167,2.0
SK176C,11.3443292,42.32185,6.0
SK177C,11.3457208,41.5048028,6.0
SK178C,11.3523208,41.4615528,6.0
SK179C,11.3557083,40.3168917,2.0
SK180C,11.3621917,41.2625306,2.0
SK181C,11.3634292,41.6997389,2.0
SK182C,11.3638292,41.54835,2.0
SK183C,11.3648708,41.3899583,2.0
SK184C,11.3765292,41.6205306,6.0
SK185C,11.3823083,41.4754222,6.0
SK186C,11.3919708,41.4685528,6.0
SK187C,11.4072292,41.9012111,2.0
SK188C,11.4116708,41.8948028,2.0
SK189C,11.4183083,41.7043944,6.0
SK190C,11.4333,41.9075194,2.0
SK191C,11.4340875,41.7149389,6.0
SK192C,11.4490375,41.8714611,2.0
SK193C,11.458208333333332,40.085861111111114,4.0
SK194C,11.4589708,41.7305194,4.0
SK195C,11.4638708,40.42925,2.0
SK196C,11.464916666666666,40.078833333333336,4.0
SK197C,11.490124999999997,40.28597222222222,4.0
SK198C,11.51185,40.3844417,2.0
SK199C,11.5157625,41.6080278,2.0
SK200C,11.525374999999999,40.37388888888889,4.0
SK201C,11.5714417,41.6099583,2.0
SK202C,11.5763792,41.7836,2.0
SK203C,11.5951208,40.9635306,2.0
SK204C,11.5955,40.34505555555556,4.0
SK205C,11.6033708,40.585675,2.0
SK206C,11.6445708,40.5114111,2.0
SK207C,11.6523292,41.1755472,2.0
SK208C,11.6535208,40.7170194,2.0
SK209C,11.6653917,41.8598278,6.0
SK210C,11.7008583,41.7611806,6.0
SK211C,11.7073792,41.7622306,6.0
SK212C,11.72145,41.3686306,2.0
SK213C,11.744875,42.29591666666666,1.0
SK214C,11.7455,40.9006806,2.0
SK215C,11.7596708,41.0570111,2.0
SK216C,11.7656917,41.6540611,2.0
SK217C,11.78155,41.6885,6.0
SK218C,11.8416625,42.4493417,6.0
SK219C,11.8554208,41.0392889,2.0
SK220C,11.8699708,41.8973,6.0
SK221C,11.9951292,41.6592861,2.0
SK222C,11.997833333333332,41.90361111111111,6.0
SK223C,12.019208333333331,40.14083333333333,4.0
SK224C,12.036,41.8189583,2.0
SK225C,12.130583333333332,42.01819444444445,4.0
SK226C,12.1429417,41.9075194,6.0
SK227C,12.183541666666667,42.263555555555556,4.0
SK228C,12.193708333333333,41.77938888888889,4.0
SK229C,12.295999999999998,41.96475,4.0
SK230C,12.3054875,41.0171361,6.0
SK231C,12.3118292,41.1524167,6.0
SK232C,12.356791666666664,42.10186111111111,4.0
SK233C,12.398541666666665,42.19522222222222,4.0
SK234C,12.78625,42.1910167,6.0
SK001D,8.7949167,41.7341944,6.0
SK002D,8.8215,41.3702778,6.0
SK003D,8.8336667,41.3615833,6.0
SK004D,8.8549583,42.11425,6.0
SK005D,8.8587083,41.745,6.0
SK006D,8.8899167,42.1185556,6.0
SK007D,8.9070417,42.1176389,6.0
SK008D,8.9394167,41.7538889,6.0
SK009D,9.0374542,41.0230917,6.0
SK010D,9.0885833,41.7428611,6.0
SK011D,9.1140833,41.7257778,6.0
SK012D,9.1279167,40.6193333,6.0
SK013D,9.131075,41.019325,6.0
SK014D,9.144625,41.7126667,6.0
SK015D,9.1763333,41.7543056,6.0
SK016D,9.187975,41.0135444,6.0
SK017D,9.19125,41.7106111,6.0
SK018D,9.1934583,41.3481667,6.0
SK019D,9.2030833,42.1033056,6.0
SK020D,9.2040417,41.7080556,6.0
SK021D,9.2393333,40.65825,6.0
SK022D,9.2505,42.0766389,6.0
SK023D,9.2654167,41.01875,6.0
SK024D,9.2695417,40.6180833,6.0
SK025D,9.2730833,41.0011667,6.0
SK026D,9.274125,42.0315833,6.0
SK027D,9.2755417,41.69325,6.0
SK028D,9.2844583,41.7796667,6.0
SK029D,9.2937083,40.5679167,6.0
SK030D,9.3044583,40.2861111,6.0
SK031D,9.3063333,41.6495833,6.0
SK032D,9.3064583,41.96325,6.0
SK033D,9.3072083,41.7066389,6.0
SK034D,9.403875,41.0058333,6.0
SK035D,9.4243333,41.0120556,6.0
SK036D,9.6578333,41.3885833,6.0
SK037D,9.8569583,41.7556944,6.0
SK038D,9.993,40.6561111,6.0
SK039D,10.0482583,41.8628194,6.0
SK040D,10.0624167,41.0130556,6.0
SK041D,10.06795,40.4708944,6.0
SK042D,10.0735292,41.3928667,6.0
SK043D,10.0753333,40.8300833,6.0
SK044D,10.1011792,40.6982139,6.0
SK045D,10.104,41.3764444,6.0
SK046D,10.1367625,40.7363917,6.0
SK047D,10.1471667,40.8214444,6.0
SK048D,10.1640417,40.8513889,6.0
SK049D,10.1801583,40.7737806,6.0
SK050D,10.1972917,41.37325,6.0
SK051D,10.2608625,40.6432556,6.0
SK052D,10.2614167,40.6128333,6.0
SK053D,10.2639583,42.1179722,6.0
SK054D,10.2797083,41.3622222,6.0
SK055D,10.2894583,41.3825833,6.0
SK056D,10.2908333,42.0829167,6.0
SK057D,10.2913333,41.7531111,6.0
SK058D,10.2937083,41.3219167,6.0
SK059D,10.2966667,42.0948611,6.0
SK060D,10.3,41.757,6.0
SK061D,10.3077917,42.1218611,6.0
SK062D,10.3115,41.3578056,6.0
SK063D,10.3372917,41.2333056,6.0
SK064D,10.3408333,41.8406944,6.0
SK065D,10.3846667,42.0764444,6.0
SK066D,10.4354167,41.7588056,6.0
SK067D,10.4772083,41.3845167,6.0
SK068D,10.5062917,42.0828333,6.0
SK069D,10.5447083,41.7776111,6.0
SK070D,10.5699792,40.4299667,6.0
SK071D,10.5840417,42.1151111,6.0
SK072D,10.588675,41.3797222,6.0
SK073D,10.6475833,41.7524722,6.0
SK074D,10.6478333,42.0616667,6.0
SK075D,10.6607917,42.1186111,6.0
SK076D,10.7455417,42.1019167,6.0
SK077D,10.7521667,41.3937778,6.0
SK078D,10.7535833,41.3811944,6.0
SK079D,10.7751667,41.3746389,6.0
SK080D,10.7788333,42.11475,6.0
SK081D,10.7869167,41.7400278,6.0
SK082D,10.79525,41.7564444,6.0
SK083D,10.869375,41.2435889,6.0
SK084D,10.8885208,40.8852917,6.0
SK085D,10.9525833,40.5043333,6.0
SK086D,10.9672917,40.3745833,6.0
SK087D,11.0436667,41.9719444,6.0
SK088D,11.0546667,41.9186389,6.0
SK089D,11.062,40.4796111,6.0
SK090D,11.0824167,41.9331389,6.0
SK091D,11.1156667,41.5682222,6.0
SK092D,11.2895417,40.6382778,6.0
SK093D,11.30075,40.6104722,6.0
SK094D,11.3568083,41.0233306,6.0
SK095D,11.457425,41.5222222,6.0
SK096D,11.674125,40.4326667,6.0
SK097D,11.6798208,40.6593611,6.0
SK098D,11.7103833,40.6555361,6.0
SK099D,11.7786167,40.6166472,6.0
SK100D,11.8146667,40.6160556,6.0
SK101D,11.9760417,40.7688056,6.0
SK102D,11.9979667,41.8136667,6.0
SK103D,12.02195,41.8307194,6.0
SK104D,12.029375,41.4834722,6.0
SK105D,12.0319375,41.9660333,6.0
SK106D,12.0660833,41.6413972,6.0
SK107D,12.0720833,41.3712778,6.0
SK108D,12.1352917,41.3831111,6.0
SK109D,12.187375,41.3865278,6.0
SK110D,12.2478792,41.4699111,6.0
SK111D,12.3202917,41.0161389,6.0
SK004E,10.2299167,41.9579722,4.0
SK005E,10.2507208,41.9278222,4.0
SK006E,10.705625,41.9851667,4.0
SK007E,10.8107167,40.3832361,4.0
SK008E,10.8152917,42.0299722,4.0
SK009E,10.9470833,40.5485556,4.0
SK010E,11.2187,41.7749694,4.0
SK011E,11.453375,41.0372583,4.0
SK013E,11.6216667,40.3430556,4.0
SK017E,11.8022375,41.5021778,4.0
SK018E,11.8592917,41.7948333,4.0
SK019E,11.8799167,41.88325,4.0
SK020E,11.9237083,41.7781667,4.0
SK021E,12.1397417,41.72905,4.0
C002,10.7363542,40.8564,2.0
C003,9.725875,40.4428333,2.0
C004,10.1991,40.9850056,5.0
C005,11.6083833,41.0543944,6.0
C006,11.6325583,39.3988,6.0
C007,12.0444708,42.4230389,6.0
C008,10.2439125,41.0590167,5.0
C009,10.3797708,40.7702667,1.0
C010,10.9585417,41.0397778,1.0
C011,10.99655,41.6454917,1.0
C012,10.1300417,40.7478611,6.0
C013,10.28595,40.5482528,6.0
C014,10.2994917,41.1652611,6.0
C015,10.4096667,40.8700833,6.0
C016,10.4209792,41.0548389,6.0
C017,10.421825,41.2452472,6.0
C018,10.5006042,40.7988694,6.0
C019,10.5325,41.0030111,6.0
C020,10.53295,41.3775278,6.0
C021,10.5549583,40.8098611,6.0
C022,10.6090833,41.0964667,6.0
C023,10.6266208,41.37875,6.0
C024,10.7142375,41.177275,6.0
C025,10.7459625,41.0726556,6.0
C026,10.801,41.0464389,6.0
C027,10.9736708,41.2374361,6.0
C028,10.9778417,41.0059833,6.0
C029,10.9908292,41.7581972,6.0
C030,11.0585875,41.3744528,6.0
C031,11.0929375,41.5632639,6.0
C032,11.2883042,40.2843,6.0
C033,11.3636583,41.7029778,6.0
C034,11.3641792,41.7612889,6.0
C035,11.3678542,41.4996639,6.0
C036,11.9886875,42.1158583,6.0
C037,10.4033292,40.7901,4.0
C038,10.8671667,42.1273611,4.0
C039,10.983675,40.9814333,4.0
C040,11.6596667,41.1245194,4.0
C041,11.0951208,42.0758389,2.0
C042,11.3158625,41.7461778,6.0
KHM31-22,9.9945708,40.5900611,1.0
KHM31-37,10.0457292,40.6031583,1.0
KHM31-74,10.22055,40.5888028,1.0
KHM31-77,10.2236792,40.6140472,1.0
KHM31-81,10.2322583,40.58955,1.0
KHM31-85,10.2359708,40.5736083,1.0
KHM31-97,10.24505,40.5733694,1.0
KHM31-113,10.26115,40.5787861,1.0
KHM31-152,10.4871417,40.7757139,1.0
KHM31-234,11.2057208,41.3265389,1.0
KHM31-246,11.2280625,41.4809333,1.0
KHM31-264,11.27445,41.5953528,1.0
KHM31-267,11.2796667,41.6217778,1.0
KHM31-330,10.4510458,40.8831972,2.0
KHM31-340,10.4706042,40.8712778,2.0
KHM31-341,10.4710417,40.8765833,1.0
KHM31-345,10.4743708,40.8359389,1.0
KHM31-347,10.4760708,40.8409889,2.0
KHM31-350,10.4794083,40.8645944,2.0
PHF7-1,10.1934208,40.8613611,1.0
PHF7-2,10.20155,40.8661806,1.0
PHF8-1,10.4146,40.6759389,1.0
PHF6-2,10.4437417,41.3132667,5.0
PHF6-1,10.78325,41.3050611,1.0
PHF4-2,10.740875,41.3067778,6.0
PHF4-1,11.2236667,41.2825,4.0
WH2,9.9999583,40.5575472,1.0
MITA140,10.5395583,41.2960028,1.0
WH23,11.2535833,41.5163611,6.0
WH28,11.3059167,41.6267222,1.0
KHM31-151,10.4855833,40.7665,1.0
C043,8.9663083,40.3488694,6.0
C044,9.756625,41.7202528,4.0
C045,8.5497917,39.40305,6.0
C046,10.195,41.6741667,2.0
B532,11.175,41.9606028,1.0
B533,11.36,41.943925,1.0
B534,11.2920833,41.8153556,1.0
B535,11.0945833,41.6942222,1.0
B536,10.865,41.2084667,1.0
B537,10.4691667,41.1142167,1.0
B538,10.56375,41.3271139,1.0
B539,10.5658333,41.3345972,1.0
B540,10.5858333,41.3370889,1.0
PAndAS-01,359.300125,43.552299999999995,1.0
PAndAS-02,359.48204166666665,41.78034722222222,1.0
PAndAS-03,0.9850416666666666,40.888666666666666,1.0
PAndAS-04,1.178875,47.36179722222222,1.0
PAndAS-05,1.3506249999999997,43.92658333333333,1.0
PAndAS-06,1.5497916666666665,41.68915833333333,1.0
PAndAS-07,2.713958333333333,39.59959722222222,1.0
PAndAS-08,3.2185416666666664,38.29662777777778,1.0
PAndAS-09,3.22775,45.098850000000006,1.0
PAndAS-10,3.411083333333333,45.186425,1.0
PAndAS-11,3.7317916666666666,44.621208333333335,1.0
PAndAS-12,4.416999999999999,43.31083888888889,1.0
PAndAS-13,4.428,43.07550833333334,1.0
PAndAS-14,5.141166666666665,36.659572222222224,1.0
PAndAS-15,5.683624999999998,41.937266666666666,1.0
PAndAS-16,6.249666666666666,39.70364166666667,1.0
PAndAS-17,6.717499999999999,38.749475000000004,1.0
PAndAS-18,7.096916666666666,39.91801666666667,1.0
PAndAS-19,7.550916666666666,39.84979722222222,1.0
PAndAS-20,7.848916666666667,41.98892222222222,1.0
PAndAS-21,7.8646666666666665,39.5394,1.0
PAndAS-22,8.034833333333331,40.62545,1.0
PAndAS-23,8.308874999999999,39.58775833333333,1.0
PAndAS-24,8.460708333333333,38.64112222222222,1.0
